best_eval_accuracy = 0.2743718592964824
eval_accuracy = 0.2743718592964824
eval_loss = 1.3837420621657754
global_step = 832
loss = 0.35055488902219556
0	1	2	[0.8    0.7676 0.8003 0.745 ]
2521	1	3	[0.5493 0.5493 0.55   0.5728]
2522	3	3	[0.817  0.8286 0.8223 0.851 ]
2523	3	2	[0.817  0.8223 0.8286 0.823 ]
2524	2	0	[0.8677 0.812  0.834  0.8394]
2525	0	2	[0.8384 0.8105 0.8887 0.8384]
2526	3	1	[0.717  0.752  0.734  0.7285]
2527	3	3	[0.747  0.7363 0.736  0.7534]
2528	0	2	[0.7417 0.7363 0.747  0.736 ]
2529	0	0	[0.7773 0.7773 0.7534 0.742 ]
2530	1	2	[0.5557 0.5786 0.5845 0.5786]
2531	2	3	[0.5557 0.5786 0.5786 0.5845]
2532	0	2	[0.773  0.783  0.828  0.7944]
2533	0	2	[0.7427 0.748  0.776  0.7646]
2534	3	1	[0.7783 0.789  0.7617 0.745 ]
2535	2	0	[0.789  0.7617 0.773  0.7783]
2536	1	0	[0.768 0.751 0.756 0.762]
2537	1	1	[0.849  0.866  0.8325 0.849 ]
2538	2	2	[0.619  0.5967 0.6304 0.597 ]
2539	0	0	[0.6387 0.551  0.633  0.6274]
2540	3	3	[0.5967 0.597  0.562  0.62  ]
2541	1	1	[0.597  0.6147 0.562  0.5967]
2542	0	0	[0.8823 0.861  0.861  0.855 ]
2543	1	0	[0.612  0.6113 0.6113 0.594 ]
2544	0	2	[0.558  0.5635 0.564  0.5527]
2545	1	3	[0.5635 0.558  0.5527 0.564 ]
2546	3	2	[0.749  0.771  0.7715 0.7437]
2547	2	2	[0.8726 0.827  0.895  0.8843]
2548	1	2	[0.665  0.659  0.6763 0.654 ]
2549	2	1	[0.658 0.698 0.669 0.647]
2550	0	2	[0.6523 0.647  0.6816 0.63  ]
2551	3	3	[0.594  0.6    0.6    0.6177]
2552	2	0	[0.6   0.6   0.6   0.594]
2553	2	0	[0.6006 0.5835 0.583  0.5835]
2554	1	1	[0.6035 0.632  0.5913 0.569 ]
2555	3	0	[0.6567 0.629  0.6343 0.612 ]
2556	1	3	[0.719 0.713 0.673 0.788]
2557	2	3	[0.686  0.675  0.6753 0.6978]
2558	1	3	[0.57   0.559  0.5474 0.576 ]
2559	1	0	[0.775  0.7637 0.7524 0.7744]
2560	1	2	[0.7007 0.7114 0.7285 0.7173]
2561	2	2	[0.5283 0.529  0.5522 0.5522]
2562	3	2	[0.7227 0.7397 0.773  0.7563]
2563	3	0	[0.718  0.718  0.7173 0.7173]
2564	1	2	[0.692 0.67  0.72  0.686]
2565	3	2	[0.6865 0.6865 0.698  0.6865]
2566	1	1	[0.65   0.667  0.638  0.6553]
2567	0	0	[0.6772 0.666  0.66   0.6606]
2568	2	3	[0.7017 0.73   0.724  0.741 ]
2569	3	2	[0.7017 0.73   0.741  0.736 ]
2570	2	0	[0.7456 0.711  0.7    0.689 ]
2571	3	0	[0.6367 0.6196 0.6304 0.619 ]
2572	0	0	[0.681  0.67   0.6636 0.6636]
2573	0	1	[0.5977 0.6436 0.6147 0.626 ]
2574	0	3	[0.7485 0.7085 0.7197 0.7544]
2575	0	2	[0.564  0.5347 0.5703 0.541 ]
2576	3	0	[0.5703 0.541  0.5347 0.5645]
2577	1	2	[0.577  0.577  0.583  0.5713]
2578	2	0	[0.6934 0.654  0.6763 0.682 ]
2579	1	0	[0.6504 0.6504 0.6504 0.611 ]
2580	2	3	[0.586  0.539  0.586  0.6094]
2581	3	1	[0.5464 0.558  0.558  0.558 ]
2582	0	0	[0.679  0.6455 0.6455 0.6733]
2583	2	0	[0.7715 0.771  0.732  0.754 ]
2584	1	3	[0.954  0.943  0.937  0.9595]
2585	0	0	[0.894 0.872 0.894 0.872]
2586	1	1	[0.62   0.6255 0.6025 0.603 ]
2587	1	0	[0.729  0.7173 0.712  0.638 ]
2588	2	1	[0.614  0.664  0.6587 0.664 ]
2589	2	1	[0.6304 0.648  0.642  0.631 ]
2590	1	1	[0.6753 0.698  0.676  0.653 ]
2591	2	1	[0.7227 0.769  0.7397 0.7515]
2592	1	0	[0.6494 0.6436 0.633  0.649 ]
2593	1	1	[0.6494 0.655  0.649  0.6265]
2594	2	0	[0.684  0.678  0.6836 0.6787]
2595	3	2	[0.641  0.6016 0.6416 0.6357]
2596	1	2	[0.914  0.942  0.9536 0.936 ]
2597	3	1	[0.591  0.6025 0.602  0.596 ]
2598	0	2	[0.7866 0.7866 0.787  0.7812]
2599	1	1	[0.5654 0.583  0.5415 0.536 ]
2600	3	2	[0.8423 0.914  0.926  0.914 ]
2601	1	0	[0.833  0.816  0.833  0.7993]
2602	1	2	[0.5757 0.6045 0.628  0.628 ]
2603	2	2	[0.864  0.8687 0.88   0.88  ]
2604	2	0	[0.84   0.819  0.84   0.8125]
2605	3	3	[0.819  0.8125 0.84   0.8403]
2606	2	1	[0.665 0.706 0.706 0.695]
2607	2	0	[0.6265 0.6255 0.609  0.614 ]
2608	0	3	[0.897  0.897  0.8755 0.9023]
2609	3	3	[0.606  0.594  0.6064 0.6177]
2610	1	1	[0.594  0.623  0.606  0.6064]
2611	1	2	[0.574 0.574 0.597 0.569]
2612	3	3	[0.843  0.848  0.831  0.8657]
2613	3	2	[0.65   0.662  0.668  0.6616]
2614	2	0	[0.777  0.7666 0.7666 0.7554]
2615	1	0	[0.8135 0.7915 0.78   0.7686]
2616	2	0	[0.7437 0.738  0.732  0.7373]
2617	0	0	[0.604  0.581  0.5923 0.587 ]
2618	1	1	[0.8003 0.8174 0.817  0.7783]
2619	1	1	[0.669  0.6914 0.6694 0.6523]
2620	0	0	[0.697  0.6694 0.6523 0.669 ]
2621	3	3	[0.7266 0.7266 0.7036 0.7495]
2622	3	3	[0.5913 0.6143 0.6084 0.6147]
2623	1	0	[0.7104 0.6875 0.6987 0.6816]
2624	2	1	[0.926  0.9604 0.9146 0.886 ]
2625	2	0	[0.9604 0.886  0.9146 0.926 ]
2626	1	0	[0.9463 0.917  0.889  0.928 ]
2627	0	1	[0.934  0.9463 0.928  0.889 ]
2628	1	2	[0.6724 0.6787 0.7236 0.7065]
2629	1	0	[0.579 0.579 0.568 0.579]
2630	1	2	[0.734  0.7397 0.78   0.694 ]
2631	1	1	[1.021 1.026 1.017 1.017]
2632	1	1	[1.017 1.032 1.017 1.021]
2633	0	3	[1.029 1.029 1.028 1.05 ]
2634	1	0	[1.05  1.029 1.028 1.029]
2635	2	2	[0.6294 0.6294 0.641  0.624 ]
2636	2	3	[0.895  0.895  0.8735 0.901 ]
2637	2	1	[0.5503 0.591  0.5845 0.5854]
2638	2	2	[0.591  0.5854 0.614  0.5503]
2639	3	2	[0.6714 0.6724 0.6777 0.6772]
2640	3	0	[0.647  0.5884 0.6113 0.6226]
2641	0	2	[0.702  0.6914 0.713  0.685 ]
2642	2	3	[0.6914 0.685  0.7017 0.713 ]
2643	3	2	[0.641  0.6357 0.6636 0.63  ]
2644	2	0	[0.6636 0.6357 0.63   0.641 ]
2645	1	3	[0.5557 0.555  0.544  0.5786]
2646	1	1	[0.544  0.596  0.5557 0.5786]
2647	0	1	[0.6445 0.6616 0.6504 0.6396]
2648	3	3	[0.704  0.7046 0.6987 0.727 ]
2649	1	1	[0.704  0.7046 0.6987 0.7046]
2650	0	1	[0.699  0.7217 0.711  0.6943]
2651	0	1	[0.694  0.7217 0.711  0.6943]
2652	1	1	[0.8047 0.8394 0.7993 0.788 ]
2653	3	0	[0.5684 0.563  0.5093 0.5625]
2654	1	3	[0.563  0.5444 0.5093 0.5684]
2655	0	2	[0.588  0.5884 0.5938 0.5884]
2656	2	3	[0.738  0.7495 0.75   0.778 ]
2657	2	0	[0.603  0.592  0.58   0.5796]
2658	1	0	[0.8247 0.8022 0.8022 0.796 ]
2659	3	0	[0.814  0.8022 0.7856 0.8135]
2660	2	3	[0.7236 0.6895 0.6953 0.7295]
2661	3	0	[0.7324 0.7095 0.687  0.681 ]
2662	0	3	[0.817 0.817 0.817 0.828]
2663	1	2	[0.61   0.633  0.638  0.6265]
2664	2	0	[0.8145 0.8145 0.8145 0.8145]
2665	0	2	[0.768  0.8066 0.812  0.801 ]
2666	2	0	[0.7773 0.7275 0.7773 0.7773]
2667	0	2	[0.648  0.6313 0.6646 0.6416]
2668	2	0	[0.726  0.7036 0.721  0.7095]
2669	3	0	[0.695 0.689 0.689 0.689]
2670	0	0	[0.8076 0.7627 0.785  0.7627]
2671	3	1	[0.6807 0.6865 0.681  0.681 ]
2672	3	0	[0.566  0.566  0.56   0.5596]
2673	0	1	[0.5654 0.566  0.566  0.56  ]
2674	2	0	[0.5737 0.5566 0.5684 0.5566]
2675	3	2	[0.5566 0.5566 0.5737 0.5684]
2676	0	1	[0.6245 0.6523 0.6465 0.6304]
2677	2	3	[0.7197 0.714  0.7085 0.72  ]
2678	3	2	[0.6973 0.697  0.708  0.64  ]
2679	0	0	[0.679  0.634  0.6675 0.6675]
2680	3	0	[0.651  0.634  0.6113 0.6113]
2681	2	3	[0.5566 0.5674 0.5625 0.5796]
2682	0	3	[0.5684 0.5674 0.5566 0.5796]
2683	0	0	[0.969 0.964 0.947 0.947]
2684	2	0	[0.66   0.6543 0.6147 0.626 ]
2685	2	0	[0.6704 0.6025 0.6133 0.614 ]
2686	1	3	[0.902  0.8965 0.919  0.9243]
2687	2	1	[0.902  0.9243 0.902  0.919 ]
2688	3	2	[0.647  0.652  0.6636 0.652 ]
2689	0	0	[0.6255 0.6143 0.6196 0.62  ]
2690	3	0	[0.746  0.728  0.734  0.7344]
2691	2	0	[0.6484 0.643  0.6313 0.6426]
2692	1	1	[0.642  0.6885 0.636  0.631 ]
2693	1	0	[0.74   0.7056 0.722  0.7173]
2694	2	1	[0.604  0.6104 0.5986 0.5923]
2695	2	2	[0.7095 0.6987 0.7153 0.681 ]
2696	3	1	[0.674  0.6855 0.6743 0.6685]
2697	1	2	[0.674  0.6797 0.6855 0.6743]
2698	3	2	[0.606  0.612  0.6226 0.617 ]
2699	1	3	[0.596  0.5903 0.5903 0.602 ]
2700	0	3	[0.606  0.606  0.612  0.6226]
2701	1	1	[0.5903 0.6123 0.596  0.602 ]
2702	3	2	[0.6514 0.6406 0.652  0.635 ]
2703	3	2	[0.7144 0.726  0.7314 0.7144]
2704	0	1	[0.564  0.5933 0.564  0.5645]
2705	0	1	[0.669  0.6797 0.669  0.675 ]
2706	2	1	[0.665 0.687 0.665 0.665]
2707	1	0	[0.855  0.8154 0.8096 0.827 ]
2708	2	1	[0.656  0.6953 0.6494 0.6553]
2709	3	1	[0.6904 0.7017 0.6963 0.6904]
2710	0	2	[0.689  0.672  0.694  0.6772]
2711	1	3	[0.6694 0.686  0.686  0.6973]
2712	0	2	[0.8037 0.7764 0.81   0.776 ]
2713	2	0	[0.9087 0.9033 0.903  0.8525]
2714	0	0	[0.9863 0.964  0.9355 0.913 ]
2715	2	1	[0.71   0.733  0.704  0.6865]
2716	3	0	[0.7505 0.745  0.734  0.728 ]
2717	0	3	[0.6016 0.59   0.607  0.6187]
2718	1	0	[0.715  0.7144 0.715  0.714 ]
2719	3	3	[0.8013 0.796  0.807  0.8125]
2720	0	0	[0.796  0.796  0.796  0.7954]
2721	0	2	[0.6787 0.735  0.7354 0.718 ]
2722	2	2	[0.574  0.591  0.6074 0.579 ]
2723	0	3	[0.723  0.74   0.7227 0.7563]
2724	0	2	[0.7017 0.7075 0.7188 0.701 ]
2725	1	0	[0.7    0.6826 0.683  0.683 ]
2726	0	3	[0.729  0.735  0.7236 0.752 ]
2727	0	2	[0.817  0.8223 0.829  0.8115]
2728	0	3	[0.7837 0.7725 0.772  0.784 ]
2729	2	1	[0.68  0.708 0.708 0.686]
2730	2	0	[0.8403 0.819  0.819  0.824 ]
2731	2	1	[0.6177 0.646  0.6353 0.606 ]
2732	2	2	[0.606  0.646  0.6626 0.6177]
2733	0	3	[0.6323 0.604  0.638  0.655 ]
2734	1	2	[0.638  0.6323 0.655  0.604 ]
2735	0	1	[0.601  0.6357 0.624  0.6123]
2736	1	0	[0.885  0.885  0.8843 0.885 ]
2737	3	0	[0.564  0.5347 0.547  0.535 ]
2738	1	1	[0.569  0.5806 0.5747 0.58  ]
2739	0	0	[0.5806 0.569  0.58   0.5747]
2740	0	0	[0.685  0.6343 0.6626 0.6562]
2741	1	3	[0.558  0.576  0.5586 0.581 ]
2742	3	2	[0.6665 0.6553 0.6895 0.661 ]
2743	1	0	[0.9956 0.9956 0.9727 0.9897]
2744	3	0	[0.7812 0.781  0.781  0.736 ]
2745	2	0	[0.6772 0.5615 0.6016 0.5957]
2746	2	1	[0.7007 0.7065 0.7007 0.706 ]
2747	1	3	[0.6455 0.6455 0.5815 0.6626]
2748	2	1	[0.5815 0.6626 0.662  0.6455]
2749	2	2	[0.626  0.609  0.6377 0.6143]
2750	1	0	[0.655  0.6104 0.6377 0.615 ]
2751	1	3	[0.7705 0.777  0.7603 0.782 ]
2752	2	2	[0.768  0.7847 0.802  0.7627]
2753	0	2	[0.7627 0.7734 0.7847 0.768 ]
2754	3	2	[0.559  0.5938 0.617  0.6167]
2755	0	2	[0.5728 0.5615 0.579  0.561 ]
2756	3	1	[0.561  0.579  0.5615 0.5674]
2757	3	2	[0.5938 0.5938 0.617  0.559 ]
2758	0	0	[0.7666 0.7266 0.7607 0.755 ]
2759	3	0	[0.723  0.6494 0.672  0.723 ]
2760	1	0	[0.736  0.684  0.684  0.6504]
2761	0	2	[0.684  0.684  0.736  0.6504]
2762	2	1	[0.599  0.6104 0.5996 0.599 ]
2763	1	1	[0.655  0.677  0.6543 0.6206]
2764	3	3	[0.6445 0.639  0.645  0.683 ]
2765	0	0	[0.663  0.657  0.6626 0.657 ]
2766	3	2	[0.7314 0.6514 0.766  0.7544]
2767	1	3	[0.7676 0.7554 0.7104 0.79  ]
2768	1	0	[0.6797 0.6733 0.668  0.6455]
2769	2	2	[0.777  0.7603 0.7993 0.755 ]
2770	1	0	[0.704  0.6646 0.6694 0.647 ]
2771	1	0	[0.682  0.6816 0.6187 0.6816]
2772	3	2	[0.6143 0.6255 0.654  0.642 ]
2773	1	0	[0.654  0.6426 0.6143 0.6255]
2774	1	0	[0.659  0.641  0.6196 0.6475]
2775	1	1	[0.534  0.5464 0.54   0.5347]
2776	0	2	[0.5845 0.59   0.6304 0.5903]
2777	2	2	[0.728  0.728  0.7285 0.7285]
2778	0	0	[0.621  0.6045 0.621  0.564 ]
2779	2	2	[0.8003 0.84   0.8843 0.7144]
2780	3	0	[0.864 0.853 0.864 0.864]
2781	2	1	[0.7812 0.8145 0.8145 0.7866]
2782	0	2	[0.992  0.992  0.9927 0.9814]
2783	2	2	[0.6284 0.629  0.6514 0.6455]
2784	0	3	[0.555  0.5786 0.567  0.6016]
2785	3	3	[0.5747 0.5747 0.5864 0.604 ]
2786	2	3	[0.5376 0.5264 0.526  0.55  ]
2787	3	2	[0.656  0.6665 0.673  0.6562]
2788	2	1	[0.627 0.656 0.65  0.65 ]
2789	3	3	[0.809  0.809  0.798  0.8306]
2790	3	1	[0.6562 0.696  0.6562 0.662 ]
2791	1	0	[0.634  0.634  0.6167 0.6333]
2792	0	2	[0.6143 0.6025 0.6255 0.6143]
2793	0	0	[0.625  0.6245 0.6245 0.6245]
2794	2	2	[0.643  0.637  0.712  0.6206]
2795	2	2	[0.567  0.5728 0.59   0.5728]
2796	3	2	[1.059 1.037 1.08  1.048]
2797	2	0	[0.642  0.6304 0.6357 0.6255]
2798	0	3	[0.605  0.6157 0.5986 0.616 ]
2799	1	1	[0.6924 0.726  0.709  0.709 ]
2800	3	2	[0.7314 0.7305 0.748  0.742 ]
2801	0	1	[0.5728 0.59   0.584  0.567 ]
2802	1	2	[0.6094 0.604  0.615  0.61  ]
2803	3	0	[0.755  0.7266 0.721  0.7383]
2804	3	2	[0.8193 0.8247 0.8525 0.847 ]
2805	0	0	[0.6353 0.6177 0.624  0.6187]
2806	3	2	[0.6177 0.6187 0.624  0.624 ]
2807	1	1	[0.605  0.6216 0.6167 0.6157]
2808	0	2	[0.6157 0.6157 0.6167 0.605 ]
2809	3	1	[0.6885 0.7275 0.7    0.6836]
2810	0	1	[0.7    0.7275 0.7    0.6885]
2811	3	1	[0.8315 0.8423 0.8374 0.8315]
2812	3	0	[0.72   0.7085 0.6855 0.703 ]
2813	0	0	[0.628  0.628  0.6274 0.6274]
2814	3	1	[0.6816 0.6875 0.6875 0.6875]
2815	3	3	[0.6816 0.6875 0.6875 0.6987]
2816	3	1	[0.8047 0.805  0.7886 0.7886]
2817	2	0	[0.671  0.62   0.6543 0.6704]
2818	3	3	[0.626  0.609  0.6035 0.643 ]
2819	0	3	[0.6626 0.679  0.657  0.685 ]
2820	0	2	[0.6743 0.6807 0.6914 0.675 ]
2821	3	3	[0.7935 0.736  0.8164 0.827 ]
2822	3	3	[0.5356 0.524  0.53   0.5596]
2823	1	2	[0.5786 0.578  0.6016 0.5728]
2824	0	0	[0.7466 0.592  0.6436 0.678 ]
2825	2	0	[0.691  0.598  0.6797 0.6797]
2826	2	0	[0.8135 0.8076 0.7847 0.8022]
2827	0	1	[0.8867 0.909  0.892  0.882 ]
2828	2	0	[0.665  0.6255 0.62   0.608 ]
2829	2	1	[0.6255 0.665  0.6426 0.608 ]
2830	2	0	[0.662 0.645 0.634 0.651]
2831	0	1	[0.7417 0.752  0.741  0.7124]
2832	3	1	[0.767  0.795  0.7725 0.7783]
2833	3	1	[0.639  0.6743 0.622  0.639 ]
2834	3	0	[0.8784 0.8184 0.8574 0.8457]
2835	1	3	[0.8184 0.8516 0.8574 0.8784]
2836	1	2	[0.8257 0.904  0.909  0.853 ]
2837	3	0	[0.909  0.853  0.8257 0.8535]
2838	0	3	[0.7886 0.7773 0.7827 0.7935]
2839	3	2	[0.5493 0.59   0.648  0.6074]
2840	0	1	[0.601  0.648  0.5493 0.59  ]
2841	3	2	[0.757  0.7456 0.7676 0.757 ]
2842	3	0	[0.84   0.8345 0.8286 0.84  ]
2843	2	3	[0.6846 0.691  0.7017 0.708 ]
2844	2	1	[0.916  0.9165 0.888  0.916 ]
2845	0	0	[0.614 0.614 0.579 0.591]
2846	0	1	[0.75   0.7505 0.704  0.7505]
2847	2	0	[0.8145 0.809  0.809  0.7983]
2848	2	0	[0.932  0.921  0.91   0.8364]
2849	1	0	[0.7573 0.751  0.7056 0.751 ]
2850	0	0	[0.6465 0.646  0.6235 0.6465]
2851	2	3	[0.5713 0.5596 0.536  0.5884]
2852	1	3	[0.9175 0.9175 0.9165 0.923 ]
2853	1	3	[0.6943 0.65   0.695  0.7227]
2854	2	1	[0.661  0.6665 0.6553 0.6553]
2855	2	2	[0.582  0.616  0.6396 0.616 ]
2856	1	1	[0.6055 0.606  0.606  0.6055]
2857	3	1	[0.678 0.723 0.7   0.689]
2858	3	1	[0.855  0.984  0.9326 0.9614]
2859	0	0	[0.8604 0.855  0.8496 0.8438]
2860	2	0	[0.8867 0.854  0.86   0.8486]
2861	0	3	[0.849  0.8486 0.854  0.8867]
2862	1	0	[0.631  0.6133 0.614  0.6133]
2863	1	0	[0.6396 0.6396 0.635  0.6167]
2864	2	3	[0.606  0.6113 0.6    0.628 ]
2865	0	3	[0.606  0.6113 0.606  0.628 ]
2866	0	2	[0.8936 0.867  0.894  0.8774]
2867	3	1	[0.66   0.6655 0.643  0.6543]
2868	3	3	[0.66   0.643  0.6655 0.6826]
2869	2	3	[0.6846 0.662  0.691  0.6963]
2870	2	1	[0.6846 0.6963 0.6904 0.662 ]
2871	3	0	[0.6113 0.5874 0.5645 0.575 ]
2872	3	2	[0.7085 0.662  0.714  0.6626]
2873	3	1	[0.752  0.7583 0.7407 0.7456]
2874	0	2	[0.8193 0.797  0.825  0.7744]
2875	0	2	[0.797  0.7744 0.825  0.797 ]
2876	2	0	[0.854  0.815  0.837  0.8486]
2877	3	2	[0.714  0.697  0.7544 0.6914]
2878	0	3	[0.5986 0.604  0.61   0.627 ]
2879	3	3	[0.6743 0.6685 0.674  0.6855]
2880	2	0	[0.6714 0.666  0.6655 0.66  ]
2881	2	1	[0.666  0.6714 0.6655 0.66  ]
2882	0	1	[0.5415 0.5537 0.5415 0.5537]
2883	0	1	[0.699  0.705  0.677  0.6714]
2884	0	0	[0.6465 0.64   0.6177 0.6113]
2885	3	2	[0.6714 0.665  0.6934 0.6875]
2886	3	0	[0.734  0.734  0.699  0.7227]
2887	2	0	[0.734  0.734  0.6875 0.699 ]
2888	2	0	[0.628  0.628  0.6167 0.605 ]
2889	1	1	[0.6143 0.6255 0.62   0.592 ]
2890	2	1	[0.6094 0.6147 0.603  0.592 ]
2891	1	2	[0.6094 0.6143 0.6147 0.592 ]
2892	1	3	[0.672  0.683  0.695  0.7056]
2893	3	1	[0.672  0.7056 0.695  0.672 ]
2894	3	0	[0.5825 0.5767 0.5586 0.559 ]
2895	0	3	[0.623  0.617  0.623  0.6284]
2896	3	3	[0.4937 0.566  0.5537 0.5713]
2897	3	2	[0.575  0.575  0.5806 0.575 ]
2898	3	0	[0.7363 0.736  0.7134 0.702 ]
2899	0	2	[0.559  0.5645 0.5654 0.548 ]
2900	0	1	[0.541  0.5654 0.5645 0.548 ]
2901	1	2	[0.771  0.8447 0.8613 0.856 ]
2902	2	2	[0.771  0.856  0.867  0.8613]
2903	1	0	[0.8384 0.822  0.805  0.833 ]
2904	1	3	[0.6772 0.666  0.6885 0.6943]
2905	2	1	[0.71   0.7207 0.704  0.7036]
2906	2	0	[0.7607 0.7036 0.743  0.7554]
2907	0	0	[0.6626 0.623  0.6455 0.6284]
2908	3	3	[0.72   0.7085 0.714  0.778 ]
2909	3	2	[0.5615 0.556  0.5903 0.5615]
2910	3	1	[0.6895 0.7236 0.6665 0.667 ]
2911	0	0	[0.6255 0.574  0.6143 0.6255]
2912	1	0	[0.618  0.613  0.59   0.6064]
2913	3	3	[1.003 0.997 1.009 1.019]
2914	3	0	[0.5347 0.534  0.5347 0.5347]
2915	3	1	[0.671  0.6885 0.677  0.6826]
2916	0	0	[0.628  0.605  0.5938 0.599 ]
2917	3	3	[0.6343 0.675  0.652  0.687 ]
2918	0	0	[1.029 1.02  1.02  1.02 ]
2919	3	1	[0.586  0.6377 0.5977 0.6265]
2920	3	0	[0.6636 0.6406 0.6523 0.64  ]
2921	1	1	[0.8896 0.896  0.84   0.8896]
2922	0	2	[0.5854 0.6084 0.609  0.574 ]
2923	1	2	[0.574  0.574  0.609  0.6084]
2924	0	2	[0.6147 0.615  0.649  0.649 ]
2925	3	2	[0.716  0.7104 0.7217 0.705 ]
2926	1	3	[0.5664 0.567  0.5786 0.5845]
2927	0	2	[0.6484 0.6436 0.6655 0.6655]
2928	0	1	[0.6377 0.643  0.6323 0.6323]
2929	2	0	[0.587  0.5635 0.5635 0.5635]
2930	3	2	[0.703  0.692  0.7207 0.692 ]
2931	1	2	[0.6685 0.64   0.685  0.6743]
2932	3	2	[0.8403 0.773  0.846  0.8403]
2933	3	1	[0.773  0.846  0.8403 0.846 ]
2934	3	1	[0.8516 0.901  0.8345 0.8896]
2935	0	0	[0.7295 0.701  0.6494 0.7183]
2936	0	2	[0.763 0.774 0.779 0.763]
2937	3	3	[0.5493 0.5493 0.55   0.555 ]
2938	2	2	[0.6943 0.711  0.7114 0.7114]
2939	0	1	[0.7007 0.717  0.6943 0.695 ]
2940	2	3	[0.6094 0.587  0.5864 0.627 ]
2941	2	0	[1.017  0.983  0.9546 0.994 ]
2942	2	3	[0.678  0.6494 0.69   0.7065]
2943	2	0	[0.6353 0.6226 0.618  0.618 ]
2944	2	1	[0.616  0.634  0.5996 0.6104]
2945	2	3	[0.602  0.5903 0.59   0.619 ]
2946	3	2	[0.5586 0.5527 0.571  0.5527]
2947	0	3	[0.8633 0.8794 0.83   0.9023]
2948	2	2	[0.7637 0.753  0.786  0.7583]
2949	2	0	[0.95   0.945  0.9395 0.9224]
2950	2	0	[0.737  0.7363 0.7188 0.702 ]
2951	1	0	[0.646  0.6235 0.629  0.6235]
2952	2	0	[0.878  0.8774 0.85   0.8154]
2953	3	2	[0.553  0.5415 0.559  0.559 ]
2954	3	3	[0.6035 0.557  0.615  0.627 ]
2955	1	1	[0.6035 0.627  0.615  0.557 ]
2956	0	2	[0.652  0.6562 0.6685 0.668 ]
2957	2	0	[0.972 0.927 0.927 0.909]
2958	2	2	[0.6753 0.625  0.721  0.6646]
2959	2	2	[0.6973 0.6963 0.738  0.6743]
2960	3	1	[0.609  0.637  0.632  0.6265]
2961	3	1	[0.684  0.6846 0.6846 0.6846]
2962	2	3	[0.707  0.7065 0.707  0.7124]
2963	2	2	[0.7886 0.805  0.8613 0.8105]
2964	3	0	[0.814  0.803  0.797  0.8027]
2965	2	3	[0.797  0.803  0.7856 0.814 ]
2966	0	0	[0.852  0.791  0.813  0.8296]
2967	0	1	[0.6895 0.712  0.7065 0.689 ]
2968	0	2	[0.717  0.711  0.734  0.7227]
2969	0	1	[0.7227 0.734  0.711  0.7227]
2970	2	3	[0.678  0.6953 0.7065 0.7354]
2971	2	2	[0.885 0.879 0.907 0.868]
2972	3	0	[0.6377 0.616  0.587  0.615 ]
2973	0	3	[0.6455 0.685  0.6406 0.6855]
2974	1	1	[0.555  0.5894 0.567  0.549 ]
2975	2	0	[0.5723 0.567  0.549  0.555 ]
2976	3	1	[0.6772 0.6875 0.6875 0.638 ]
2977	1	0	[0.794  0.772  0.783  0.7715]
2978	2	1	[0.7573 0.8193 0.763  0.7856]
2979	0	0	[0.7886 0.7725 0.772  0.7666]
2980	3	0	[0.5806 0.569  0.5693 0.563 ]
2981	1	3	[0.7974 0.776  0.7866 0.8315]
2982	0	0	[0.677  0.6426 0.6655 0.6543]
2983	0	3	[0.557  0.5635 0.569  0.586 ]
2984	0	3	[0.5576 0.5635 0.569  0.586 ]
